id,pred,,
comment_296,1,,
comment_297,1,,
comment_298,1,,
comment_299,0,,
comment_300,0,,
comment_301,1,,
comment_302,0,,
comment_303,1,,
comment_304,0,,
comment_305,0,,
comment_306,1,,
comment_307,0,,
comment_308,0,,
comment_309,1,,
comment_310,1,,
comment_311,0,,
comment_312,1,,
comment_313,1,,
comment_314,0,,
comment_315,0,,
comment_316,0,,
comment_317,1,,
comment_318,0,,
comment_319,1,,
comment_320,1,,
comment_321,0,,
comment_322,1,,
comment_323,0,,
comment_324,0,,
comment_325,0,,
comment_326,1,,
comment_327,1,,
comment_328,1,,
comment_329,1,,
comment_330,1,,
comment_331,1,,
comment_332,0,,
comment_333,1,,
comment_334,1,,
comment_335,1,,
comment_336,0,,
comment_337,1,,
comment_338,0,,
comment_339,1,,
comment_340,1,,
comment_341,0,,
comment_342,1,,
comment_343,1,,
comment_344,1,,
comment_345,0,,
comment_346,1,,
comment_347,0,,
comment_348,0,,
comment_349,1,,
comment_350,1,,
comment_351,1,,
comment_352,1,,
comment_353,1,,
comment_354,0,,
comment_355,1,,
comment_356,0,,
comment_357,0,,
comment_358,1,,
comment_359,0,,
comment_360,1,,
comment_361,0,,
comment_362,1,,
comment_363,0,,
comment_364,1,,
comment_365,0,,
comment_366,0,,
comment_367,0,,
comment_368,1,,
comment_369,0,,
comment_370,0,,
comment_371,1,,
comment_372,0,,
comment_373,1,,
comment_374,1,,
comment_375,0,,
comment_376,1,,
comment_377,1,,
comment_378,0,,
comment_379,1,,
comment_380,1,,
comment_381,1,,
comment_382,1,,
comment_383,0,,
comment_384,0,,
comment_385,0,,
comment_386,1,,
comment_387,0,,
comment_388,0,,
comment_389,0,,
comment_390,0,,
comment_391,0,,
comment_392,0,,
comment_393,1,,
comment_394,0,,
comment_395,0,,
comment_396,0,,
comment_397,1,,
comment_398,0,,
comment_399,0,,
comment_400,1,,
comment_401,0,,
comment_402,0,,
comment_403,1,,
comment_404,0,,
comment_405,0,,
comment_406,1,,
comment_407,0,,
comment_408,1,,
comment_409,0,,
comment_410,1,,
comment_411,0,,
comment_412,0,,
comment_413,0,,
comment_414,1,,
comment_415,0,,
comment_416,0,,
comment_417,1,,
comment_418,0,,
comment_419,1,,
comment_420,1,,
comment_421,1,,
comment_422,1,,
comment_423,0,,
comment_424,0,,
comment_425,1,,
comment_426,1,,
comment_427,0,,
comment_428,0,,
comment_429,0,,
comment_430,0,,
comment_431,0,,
comment_432,1,,
comment_433,0,,
comment_434,1,,
comment_435,1,,
comment_436,1,,
comment_437,0,,
comment_438,1,,
comment_439,1,,
comment_440,0,,
comment_441,1,,
comment_442,0,,
comment_443,0,,
comment_444,0,,
comment_445,0,,
comment_446,1,,
comment_447,1,,
comment_448,1,,
comment_449,1,,
comment_450,0,,
comment_451,1,,
comment_452,1,,
comment_453,1,,
comment_454,0,,
comment_455,0,,
comment_456,1,,
comment_457,0,,
comment_458,0,,
comment_459,0,,
comment_460,1,,
comment_461,0,,
comment_462,1,,
comment_463,0,,
comment_464,0,,
comment_465,0,,
comment_466,1,,
comment_467,1,,
comment_468,0,,
comment_469,1,,
comment_470,1,,
comment_471,1,,
comment_472,1,,
comment_473,0,,
comment_474,0,,
comment_475,1,,
comment_476,0,,
comment_477,0,,
comment_478,1,,
comment_479,0,,
comment_480,0,,
comment_481,1,,
comment_482,1,,
comment_483,0,,
comment_484,1,,
comment_485,1,,
comment_486,0,,
comment_487,0,,
comment_488,1,,
comment_489,0,,
comment_490,1,,
comment_491,1,,
comment_492,1,,
comment_493,0,,
comment_494,0,,
comment_495,1,,
comment_496,0,,
comment_497,0,,
comment_498,0,,
comment_499,0,,
comment_500,0,,
comment_501,1,,
comment_502,0,,
comment_503,1,,
comment_504,1,,
comment_505,0,,
comment_506,0,,
comment_507,1,,
comment_508,0,,
comment_509,1,,
comment_510,0,,
comment_511,1,,
comment_512,1,,
comment_513,0,,
comment_514,0,,
comment_515,1,,
comment_516,0,,
comment_517,0,,
comment_518,1,,
comment_519,1,,
comment_520,0,,
comment_521,0,,
comment_522,0,,
comment_523,0,,
comment_524,0,,
comment_525,0,,
comment_526,0,,
comment_527,0,,
comment_528,0,,
comment_529,1,,
comment_530,0,,
comment_531,1,,
comment_532,0,,
comment_533,1,,
comment_534,1,,
comment_535,0,,
comment_536,1,,
comment_537,0,,
comment_538,0,,
comment_539,1,,
comment_540,0,,
comment_541,1,,
comment_542,1,,
comment_543,1,,
comment_544,0,,
comment_545,1,,
comment_546,1,,
comment_547,0,,
comment_548,0,,
comment_549,0,,
comment_550,0,,
comment_551,0,,
comment_552,0,,
comment_553,1,,
comment_554,0,,
comment_555,1,,
comment_556,0,,
comment_557,0,,
comment_558,0,,
comment_559,1,,
comment_560,1,,
comment_561,1,,
comment_562,1,,
comment_563,1,,
comment_564,1,,
comment_565,1,,
comment_566,1,,
comment_567,0,,
comment_568,1,,
comment_569,0,,
comment_570,0,,
comment_571,0,,
comment_572,1,,
comment_573,1,,
comment_574,1,,
comment_575,1,,
comment_576,0,,
comment_577,1,,
comment_578,0,,
comment_579,0,,
comment_580,1,,
comment_581,1,,
comment_582,0,,
comment_583,0,,
comment_584,0,,
comment_585,0,,
comment_586,0,,
comment_587,1,,
comment_588,1,,
comment_589,1,,
comment_590,0,,
comment_591,0,,
comment_592,1,,
comment_593,0,,
comment_594,0,,
comment_595,1,,
comment_596,1,,
comment_597,0,,
comment_598,1,,
comment_599,1,,
comment_600,0,,
comment_601,0,,
comment_602,0,,
comment_603,1,,
comment_604,1,,
comment_605,0,,
comment_606,1,,
comment_607,1,,
comment_608,0,,
comment_609,1,,
comment_610,1,,
comment_611,1,,
comment_612,0,,
comment_613,0,,
comment_614,0,,
comment_615,0,,
comment_616,1,,
comment_617,0,,
comment_618,0,,
comment_619,1,,
comment_620,0,,
comment_621,0,,
comment_622,0,,
comment_623,1,,
comment_624,1,,
comment_625,0,,
comment_626,1,,
comment_627,0,,
comment_628,1,,
comment_629,1,,
comment_630,0,,
comment_631,0,,
comment_632,1,,
comment_633,1,,
comment_634,1,,
comment_635,1,,
comment_636,0,,
comment_637,0,,
comment_638,1,,
comment_639,0,,
comment_640,0,,
comment_641,0,,
comment_642,0,,
comment_643,1,,
comment_644,0,,
comment_645,0,,
comment_646,1,,
comment_647,1,,
comment_648,0,,
comment_649,0,,
comment_650,0,,
comment_651,1,,
comment_652,0,,
comment_653,1,,
comment_654,0,,
comment_655,1,,
comment_656,1,,
comment_657,0,,
comment_658,1,,
comment_659,0,,
comment_660,0,,
comment_661,1,,
comment_662,1,,
comment_663,0,,
comment_664,0,,
comment_665,0,,
comment_666,1,,
comment_667,0,,
comment_668,1,,
comment_669,1,,
comment_670,1,,
comment_671,1,,
comment_672,1,,
comment_673,0,,
comment_674,0,,
comment_675,0,,
comment_676,1,,
comment_677,0,,
comment_678,1,,
comment_679,0,,
comment_680,1,,
comment_681,0,,
comment_682,0,,
comment_683,0,,
comment_684,1,,
comment_685,0,,
comment_686,0,,
comment_687,1,,
comment_688,0,,
comment_689,0,,
comment_690,1,,
comment_691,1,,
comment_692,0,,
comment_693,1,,
comment_694,0,,
comment_695,1,,
comment_696,0,,
comment_697,0,,
comment_698,0,,
comment_699,1,,
comment_700,0,,
comment_701,1,,
comment_702,1,,
comment_703,1,,
comment_704,1,,
comment_705,1,,
comment_706,1,,
comment_707,1,,
comment_708,1,,
comment_709,0,,
comment_710,0,,
comment_711,1,,
comment_712,0,,
comment_713,1,,
comment_714,0,,
comment_715,1,,
comment_716,0,,
comment_717,1,,
comment_718,1,,
comment_719,1,,
comment_720,1,,
comment_721,0,,
comment_722,1,,
comment_723,0,,
comment_724,0,,
comment_725,0,,
comment_726,1,,
comment_727,0,,
comment_728,0,,
comment_729,1,,
comment_730,1,,
comment_731,0,,
comment_732,0,,
comment_733,0,,
comment_734,1,,
comment_735,1,,
comment_736,1,,
comment_737,0,,
comment_738,1,,
comment_739,1,,
comment_740,1,,
comment_741,1,,
comment_742,0,,
comment_743,1,,
comment_744,0,,
comment_745,1,,
comment_746,1,,
comment_747,0,,
comment_748,0,,
comment_749,0,,
comment_750,0,,
comment_751,0,,
comment_752,1,,
comment_753,0,,
comment_754,0,,
comment_755,1,,
comment_756,1,,
comment_757,0,,
comment_758,1,,
comment_759,0,,
comment_760,1,,
comment_761,1,,
comment_762,1,,
comment_763,0,,
comment_764,0,,
comment_765,1,,
comment_766,1,,
comment_767,0,,
comment_768,1,,
comment_769,1,,
comment_770,0,,
comment_771,0,,
comment_772,0,,
comment_773,0,,
comment_774,0,,
comment_775,0,,
comment_776,0,,
comment_777,1,,
comment_778,1,,
comment_779,0,,
comment_780,1,,
comment_781,1,,
comment_782,1,,
comment_783,1,,
comment_784,0,,
comment_785,0,,
comment_786,0,,
comment_787,0,,
comment_788,1,,
comment_789,1,,
comment_790,1,,
comment_791,0,,
comment_792,1,,
comment_793,1,,
comment_794,0,,
comment_795,1,,
comment_796,0,,
comment_797,0,,
comment_798,0,,
comment_799,0,,
comment_800,1,,
comment_801,0,,
comment_802,0,,
comment_803,0,,
comment_804,0,,
comment_805,1,,
comment_806,1,,
comment_807,0,,
comment_808,1,,
comment_809,1,,
comment_810,0,,
comment_811,1,,
comment_812,1,,
comment_813,0,,
comment_814,0,,
comment_815,1,,
comment_816,0,,
comment_817,0,,
comment_818,0,,
comment_819,1,,
comment_820,0,,
comment_821,1,,
comment_822,0,,
comment_823,1,,
comment_824,0,,
comment_825,1,,
comment_826,0,,
comment_827,0,,
comment_828,0,,
comment_829,0,,
comment_830,1,,
comment_831,1,,
comment_832,0,,
comment_833,0,,
comment_834,1,,
comment_835,0,,
comment_836,1,,
comment_837,1,,
comment_838,1,,
comment_839,1,,
comment_840,0,,
comment_841,1,,
comment_842,0,,
comment_843,1,,
comment_844,0,,
comment_845,0,,
comment_846,0,,
comment_847,1,,
comment_848,0,,
comment_849,0,,
comment_850,1,,
comment_851,0,,
comment_852,0,,
comment_853,0,,
comment_854,0,,
comment_855,0,,
comment_856,0,,
comment_857,0,,
comment_858,0,,
comment_859,1,,
comment_860,1,,
comment_861,0,,
comment_862,0,,
comment_863,0,,
comment_864,1,,
comment_865,1,,
comment_866,0,,
comment_867,0,,
comment_868,0,,
comment_869,0,,
comment_870,0,,
comment_871,1,,
comment_872,0,,
comment_873,1,,
comment_874,1,,
comment_875,1,,
comment_876,1,,
comment_877,0,,
comment_878,0,,
comment_879,0,,
comment_880,1,,
comment_881,0,,
comment_882,1,,
comment_883,0,,
comment_884,0,,
comment_885,0,,
comment_886,1,,
comment_887,1,,
comment_888,1,,
comment_889,0,,
comment_890,0,,
comment_891,1,,
comment_892,0,,
comment_893,1,,
comment_894,0,,
comment_895,0,,
comment_896,1,,
comment_897,1,,
comment_898,1,,
comment_899,0,,
comment_900,0,,
comment_901,0,,
comment_902,1,,
comment_903,1,,
comment_904,1,,
comment_905,1,,
comment_906,0,,
comment_907,0,,
comment_908,1,,
comment_909,0,,
comment_910,0,,
comment_911,1,,
comment_912,1,,
comment_913,1,,
comment_914,0,,
comment_915,0,,
comment_916,0,,
comment_917,0,,
comment_918,1,,
comment_919,1,,
comment_920,1,,
comment_921,1,,
comment_922,1,,
comment_923,1,,
comment_924,0,,
comment_925,1,,
comment_926,0,,
comment_927,1,,
comment_928,0,,
comment_929,1,,
comment_930,0,,
comment_931,0,,
comment_932,0,,
comment_933,1,,
comment_934,0,,
comment_935,0,,
comment_936,1,,
comment_937,0,,
comment_938,0,,
comment_939,0,,
comment_940,0,,
comment_941,1,,
comment_942,1,,
comment_943,1,,
comment_944,0,,
comment_945,0,,
comment_946,1,,
comment_947,0,,
comment_948,1,,
comment_949,0,,
comment_950,0,,
comment_951,0,,
comment_952,0,,
comment_953,1,,
comment_954,0,,
comment_955,0,,
comment_956,1,,
comment_957,0,,
comment_958,0,,
comment_959,1,,
comment_960,1,,
comment_961,1,,
comment_962,0,,
comment_963,0,,
comment_964,0,,
comment_965,0,,
comment_966,1,,
comment_967,1,,
comment_968,0,,
comment_969,1,,
comment_970,0,,
comment_971,1,,
comment_972,0,,
comment_973,0,,
comment_974,0,,
comment_975,0,,
comment_976,0,,
comment_977,0,,
comment_978,1,,
comment_979,1,,
comment_980,1,,
comment_981,0,,
comment_982,1,,
comment_983,0,,
comment_984,0,,
comment_985,0,,
comment_986,1,,
comment_987,0,,
comment_988,0,,
comment_989,0,,
comment_990,0,,
comment_991,1,,
comment_992,0,,
comment_993,0,,
comment_994,1,,
comment_995,0,,
comment_996,0,,
comment_997,1,,
comment_998,1,,
comment_999,0,,
comment_1000,1,,
comment_1001,1,,
comment_1002,1,,
comment_1003,0,,
comment_1004,0,,
comment_1005,1,,
comment_1006,1,,
comment_1007,1,,
comment_1008,0,,
comment_1009,0,,
comment_1010,1,,
comment_1011,0,,
comment_1012,1,,
comment_1013,0,,
comment_1014,0,,
comment_1015,0,,
comment_1016,1,,
comment_1017,0,,
comment_1018,0,,
comment_1019,0,,
comment_1020,1,,
comment_1021,0,,
comment_1022,1,,
comment_1023,0,,
comment_1024,0,,
comment_1025,1,,
comment_1026,1,,
comment_1027,0,,
comment_1028,0,,
comment_1029,0,,
comment_1030,1,,
comment_1031,1,,
comment_1032,1,,
comment_1033,0,,
comment_1034,0,,
comment_1035,0,,
comment_1036,1,,
comment_1037,1,,
comment_1038,0,,
comment_1039,1,,
comment_1040,1,,
comment_1041,1,,
comment_1042,1,,
comment_1043,0,,
comment_1044,0,,
comment_1045,0,,
comment_1046,1,,
comment_1047,0,,
comment_1048,0,,
comment_1049,0,,
comment_1050,1,,
comment_1051,1,,
comment_1052,0,,
comment_1053,0,,
comment_1054,0,,
comment_1055,0,,
comment_1056,0,,
comment_1057,0,,
comment_1058,1,,
comment_1059,0,,
comment_1060,0,,
comment_1061,1,,
comment_1062,1,,
comment_1063,1,,
comment_1064,1,,
comment_1065,0,,
comment_1066,1,,
comment_1067,1,,
comment_1068,1,,
comment_1069,0,,
comment_1070,1,,
comment_1071,0,,
comment_1072,1,,
comment_1073,0,,
comment_1074,0,,
comment_1075,1,,
comment_1076,1,,
comment_1077,0,,
comment_1078,0,,
comment_1079,0,,
comment_1080,1,,
comment_1081,0,,
comment_1082,1,,
comment_1083,0,,
comment_1084,0,,
comment_1085,0,,
comment_1086,1,,
comment_1087,0,,
comment_1088,1,,
comment_1089,0,,
comment_1090,1,,
comment_1091,1,,
comment_1092,1,,
comment_1093,1,,
comment_1094,0,,
comment_1095,0,,
comment_1096,0,,
comment_1097,1,,
comment_1098,1,,
comment_1099,0,,
comment_1100,1,,
comment_1101,1,,
comment_1102,0,,
comment_1103,0,,
comment_1104,1,,
comment_1105,0,,
comment_1106,1,,
comment_1107,0,,
comment_1108,0,,
comment_1109,0,,
comment_1110,0,,
comment_1111,1,,
comment_1112,1,,
comment_1113,0,,
comment_1114,1,,
comment_1115,1,,
comment_1116,1,,
comment_1117,1,,
comment_1118,1,,
comment_1119,0,,
comment_1120,0,,
comment_1121,0,,
comment_1122,1,,
comment_1123,0,,
comment_1124,0,,
comment_1125,0,,
comment_1126,1,,
comment_1127,0,,
comment_1128,1,,
comment_1129,0,,
comment_1130,1,,
comment_1131,1,,
comment_1132,0,,
comment_1133,0,,
comment_1134,0,,
comment_1135,0,,
comment_1136,1,,
comment_1137,0,,
comment_1138,1,,
comment_1139,1,,
comment_1140,1,,
comment_1141,1,,
comment_1142,1,,
comment_1143,1,,
comment_1144,0,,
comment_1145,1,,
comment_1146,0,,
comment_1147,1,,
comment_1148,1,,
comment_1149,0,,
comment_1150,0,,
comment_1151,0,,
comment_1152,0,,
comment_1153,0,,
comment_1154,0,,
comment_1155,0,,
comment_1156,1,,
comment_1157,0,,
comment_1158,1,,
comment_1159,0,,
comment_1160,0,,
comment_1161,1,,
comment_1162,0,,
comment_1163,1,,
comment_1164,0,,
comment_1165,1,,
comment_1166,0,,
comment_1167,1,,
comment_1168,0,,
comment_1169,0,,
comment_1170,1,,
comment_1171,1,,
comment_1172,0,,
comment_1173,1,,
comment_1174,0,,
comment_1175,1,,
comment_1176,0,,
comment_1177,0,,
comment_1178,0,,
comment_1179,0,,
comment_1180,1,,
comment_1181,0,,
comment_1182,0,,
comment_1183,0,,
comment_1184,0,,
comment_1185,1,,
comment_1186,0,,
comment_1187,1,,
comment_1188,0,,
comment_1189,0,,
comment_1190,0,,
comment_1191,0,,
comment_1192,1,,
comment_1193,1,,
comment_1194,1,,
comment_1195,0,,
comment_1196,1,,
comment_1197,0,,
comment_1198,1,,
comment_1199,1,,
comment_1200,1,,
comment_1201,1,,
comment_1202,0,,
comment_1203,1,,
comment_1204,0,,
comment_1205,0,,
comment_1206,1,,
comment_1207,0,,
comment_1208,0,,
comment_1209,1,,
comment_1210,1,,
comment_1211,0,,
comment_1212,1,,
comment_1213,0,,
comment_1214,1,,
comment_1215,0,,
comment_1216,0,,
comment_1217,1,,
comment_1218,0,,
comment_1219,1,,
comment_1220,0,,
comment_1221,1,,
comment_1222,1,,
comment_1223,0,,
comment_1224,1,,
comment_1225,1,,
comment_1226,1,,
comment_1227,1,,
comment_1228,1,,
comment_1229,0,,
comment_1230,1,,
comment_1231,0,,
comment_1232,0,,
comment_1233,0,,
comment_1234,1,,
comment_1235,0,,
comment_1236,1,,
comment_1237,0,,
comment_1238,1,,
comment_1239,0,,
comment_1240,1,,
comment_1241,0,,
comment_1242,1,,
comment_1243,0,,
comment_1244,1,,
comment_1245,1,,
comment_1246,1,,
comment_1247,1,,
comment_1248,1,,
comment_1249,0,,
comment_1250,1,,
comment_1251,1,,
comment_1252,0,,
comment_1253,0,,
comment_1254,1,,
comment_1255,0,,
comment_1256,1,,
comment_1257,1,,
comment_1258,0,,
comment_1259,1,,
comment_1260,0,,
comment_1261,0,,
comment_1262,0,,
comment_1263,0,,
comment_1264,0,,
comment_1265,1,,
comment_1266,1,,
comment_1267,1,,
comment_1268,1,,
comment_1269,0,,
comment_1270,0,,
comment_1271,0,,
comment_1272,1,,
comment_1273,1,,
comment_1274,1,,
comment_1275,0,,
comment_1276,0,,
comment_1277,1,,
comment_1278,1,,
comment_1279,1,,
comment_1280,1,,
comment_1281,0,,
comment_1282,0,,
comment_1283,1,,
comment_1284,0,,
comment_1285,1,,
comment_1286,1,,
comment_1287,1,,
comment_1288,1,,
comment_1289,0,,
comment_1290,1,,
comment_1291,0,,
comment_1292,1,,
comment_1293,0,,
comment_1294,0,,
comment_1295,1,,
comment_1296,1,,
comment_1297,1,,
comment_1298,1,,
comment_1299,0,,
comment_1300,0,,
comment_1301,0,,
comment_1302,0,,
comment_1303,1,,
comment_1304,0,,
comment_1305,1,,
comment_1306,0,,
comment_1307,1,,
comment_1308,0,,
comment_1309,0,,
comment_1310,0,,
comment_1311,0,,
comment_1312,1,,
comment_1313,1,,
comment_1314,1,,
comment_1315,1,,
comment_1316,0,,
comment_1317,0,,
comment_1318,0,,
comment_1319,1,,
comment_1320,1,,
comment_1321,1,,
comment_1322,0,,
comment_1323,0,,
comment_1324,1,,
comment_1325,0,,
comment_1326,0,,
comment_1327,0,,
comment_1328,0,,
comment_1329,1,,
comment_1330,1,,
comment_1331,1,,
comment_1332,1,,
comment_1333,1,,
comment_1334,1,,
comment_1335,0,,
comment_1336,0,,
comment_1337,1,,
comment_1338,0,,
comment_1339,0,,
comment_1340,0,,
comment_1341,0,,
comment_1342,0,,
comment_1343,1,,
comment_1344,1,,
comment_1345,0,,
comment_1346,1,,
comment_1347,1,,
comment_1348,0,,
comment_1349,1,,
comment_1350,0,,
comment_1351,0,,
comment_1352,0,,
comment_1353,1,,
comment_1354,1,,
comment_1355,1,,
comment_1356,1,,
comment_1357,0,,
comment_1358,0,,
comment_1359,0,,
comment_1360,0,,
comment_1361,0,,
comment_1362,0,,
comment_1363,0,,
comment_1364,1,,
comment_1365,0,,
comment_1366,1,,
comment_1367,0,,
comment_1368,0,,
comment_1369,0,,
comment_1370,1,,
comment_1371,0,,
comment_1372,0,,
comment_1373,1,,
comment_1374,0,,
comment_1375,1,,
comment_1376,0,,
comment_1377,1,,
comment_1378,0,,
comment_1379,1,,
comment_1380,0,,
comment_1381,0,,
comment_1382,1,,
comment_1383,0,,
comment_1384,0,,
comment_1385,0,,
comment_1386,1,,
comment_1387,1,,
comment_1388,1,,
comment_1389,1,,
comment_1390,0,,
comment_1391,0,,
comment_1392,1,,
comment_1393,1,,
comment_1394,1,,
comment_1395,1,,
comment_1396,0,,
comment_1397,1,,
comment_1398,1,,
comment_1399,1,,
comment_1400,1,,
comment_1401,0,,
comment_1402,1,,
comment_1403,0,,
comment_1404,0,,
comment_1405,1,,
comment_1406,0,,
comment_1407,1,,
comment_1408,0,,
comment_1409,0,,
comment_1410,0,,
comment_1411,1,,
comment_1412,1,,
comment_1413,1,,
comment_1414,1,,
comment_1415,1,,
comment_1416,1,,
comment_1417,1,,
comment_1418,0,,
comment_1419,0,,
comment_1420,1,,
comment_1421,1,,
comment_1422,0,,
comment_1423,1,,
comment_1424,1,,
comment_1425,0,,
comment_1426,0,,
comment_1427,0,,
comment_1428,1,,
comment_1429,0,,
comment_1430,1,,
comment_1431,0,,
comment_1432,0,,
comment_1433,1,,
comment_1434,1,,
comment_1435,0,,
comment_1436,0,,
comment_1437,0,,
comment_1438,0,,
comment_1439,0,,
comment_1440,1,,
comment_1441,1,,
comment_1442,0,,
comment_1443,0,,
comment_1444,0,,
comment_1445,0,,
comment_1446,0,,
comment_1447,0,,
comment_1448,0,,
comment_1449,1,,
comment_1450,1,,
comment_1451,0,,
comment_1452,1,,
comment_1453,1,,
comment_1454,1,,
comment_1455,0,,
comment_1456,1,,
comment_1457,1,,
comment_1458,0,,
comment_1459,0,,
comment_1460,1,,
comment_1461,0,,
comment_1462,0,,
comment_1463,1,,
comment_1464,0,,
comment_1465,1,,
comment_1466,1,,
comment_1467,0,,
comment_1468,1,,
comment_1469,0,,
comment_1470,0,,
comment_1471,1,,
comment_1472,1,,
comment_1473,1,,
comment_1474,0,,
comment_1475,0,,
comment_1476,1,,
comment_1477,0,,
comment_1478,1,,
comment_1479,0,,
comment_1480,0,,
comment_1481,0,,
comment_1482,0,,
comment_1483,1,,
comment_1484,1,,
comment_1485,1,,
comment_1486,1,,
comment_1487,1,,
comment_1488,0,,
comment_1489,1,,
comment_1490,1,,
comment_1491,1,,
comment_1492,1,,
comment_1493,0,,
comment_1494,1,,
comment_1495,0,,
comment_1496,1,,
comment_1497,0,,
